"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-02","1909","02","-4.2","","-12.9","","-8.6","","5.0","","-23.9","","55.9","","47.2","","103.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-03","1909","03","-0.3","","-6.6","","-3.5","","5.6","","-15.6","","42.2","","58.2","","100.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-04","1909","04","7.4","","-0.1","","3.7","","19.4","","-7.2","","54.1","","22.9","","77.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-05","1909","05","16.3","","8.2","","12.3","","23.3","","1.1","","150.4","","0.3","","150.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-06","1909","06","23.8","","13.9","","18.9","","30.6","","6.7","","41.4","","0.0","","41.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-07","1909","07","23.8","","15.7","","19.8","","29.4","S","11.1","","92.7","","0.0","","92.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-08","1909","08","24.4","","14.8","","19.6","","31.1","","7.8","","56.9","","0.0","","56.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-09","1909","09","18.6","","10.6","","14.6","","26.7","","6.1","","126.0","","0.0","","126.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-10","1909","10","11.2","","5.2","","8.2","","22.8","","-4.4","","22.6","","0.0","T","22.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-11","1909","11","6.0","","-0.9","","2.6","","16.1","","-11.7","","79.2","","23.9","","103.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-12","1909","12","-3.7","","-8.2","","-6.0","","2.8","","-18.9","S","1.8","","33.5","","35.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-01","1910","01","-2.5","","-10.2","","-6.4","","8.3","","-26.1","","24.4","","77.5","","101.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-02","1910","02","-5.2","","-13.8","","-9.5","","4.4","S","-26.7","","29.0","","96.0","","125.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-03","1910","03","5.1","","-3.1","","1.0","","17.8","","-17.2","","27.4","","13.0","","40.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-04","1910","04","12.7","","3.9","","8.3","","21.7","","-2.8","","64.5","","3.0","","67.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-05","1910","05","16.9","","8.2","","12.6","","24.4","","1.7","","94.5","","0.0","","94.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-06","1910","06","21.9","","13.4","","17.7","","28.3","S","2.8","","84.1","","0.0","","84.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-07","1910","07","25.8","","16.9","","21.4","","30.6","","12.2","","77.2","","0.0","","77.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-08","1910","08","23.2","","15.2","","19.2","","28.3","","10.0","","149.6","","0.0","","149.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-09","1910","09","17.8","","9.8","","13.8","","22.8","","3.9","","84.6","","0.0","","84.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-10","1910","10","11.8","","5.2","","8.5","","22.8","","-1.1","S","116.6","","5.1","","121.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-11","1910","11","2.8","","-1.3","","0.8","","11.7","","-6.7","","28.7","","20.1","","48.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1910-12","1910","12","-6.5","","-13.6","","-10.1","","2.2","","-26.7","","1.3","","65.8","","67.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-01","1911","01","-5.2","","-16.2","","-10.7","","6.1","S","-24.4","S","10.7","","43.2","","53.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-02","1911","02","-6.7","","-15.0","","-10.9","","6.1","","-22.2","S","3.3","","80.3","","83.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-03","1911","03","-0.8","","-9.1","","-5.0","","7.2","","-20.0","","8.9","","82.8","","91.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-04","1911","04","8.7","","0.2","","4.5","","25.6","","-13.3","","16.5","","11.2","","27.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-05","1911","05","22.3","","11.8","","17.1","","31.7","S","-2.2","","60.7","","0.0","T","60.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-06","1911","06","23.0","","14.2","","18.6","","28.3","","10.0","","117.3","","0.0","","117.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-07","1911","07","27.4","","17.9","","22.7","","35.0","","13.3","S","55.1","","0.0","","55.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-08","1911","08","25.6","","16.5","","21.1","","32.2","","8.3","","94.7","","0.0","","94.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-09","1911","09","17.7","","9.8","","13.8","","23.3","","1.1","","108.5","","0.0","T","108.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-10","1911","10","12.6","","5.4","","9.0","","18.9","","-2.8","","53.8","","3.8","","57.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-11","1911","11","3.1","","-3.2","","-0.1","","16.7","","-12.2","","56.6","","22.6","","79.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1911-12","1911","12","0.4","","-4.8","","-2.2","","11.7","","-17.2","","69.9","","31.0","","100.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-01","1912","01","-11.3","","-18.6","","-15.0","","1.7","","-28.3","","2.0","","77.7","","79.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-02","1912","02","-6.7","","-13.9","","-10.3","","2.2","","-27.8","","3.6","","93.0","","96.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-03","1912","03","-1.9","","-9.6","","-5.8","","5.6","","-21.7","","8.6","","37.6","","46.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-04","1912","04","9.0","","-0.6","","4.2","","17.8","","-10.0","","74.7","","3.8","","78.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-05","1912","05","18.2","","8.9","","13.6","","28.9","","2.8","","151.1","","0.0","","151.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-06","1912","06","20.9","","11.5","","16.2","","28.3","","3.9","","41.9","","0.0","","41.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-07","1912","07","26.6","","16.7","","21.7","","33.3","S","11.1","","58.9","","0.0","","58.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-08","1912","08","21.4","","13.4","","17.4","","27.2","","7.8","","99.8","","0.0","","99.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-09","1912","09","17.6","","10.9","","14.3","","23.3","S","0.6","","162.8","","0.3","","163.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-10","1912","10","13.3","","5.7","","9.5","","21.7","","-1.1","","86.1","","0.0","","86.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-11","1912","11","4.3","","-1.2","","1.6","","15.0","","-8.9","","83.1","","56.1","","139.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1912-12","1912","12","-0.8","","-8.1","","-4.5","","12.2","","-19.4","","46.5","","35.8","","82.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-01","1913","01","-1.6","","-9.3","","-5.5","","7.8","","-23.9","","65.0","","57.2","","122.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-02","1913","02","-6.2","","-15.6","","-10.9","","5.0","","-23.9","","0.5","","56.9","","57.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-03","1913","03","2.3","","-6.1","","-1.9","","16.7","","-20.6","","115.3","","48.5","","163.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-04","1913","04","12.6","","2.7","","7.7","","28.3","S","-5.6","","56.6","","5.8","","62.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-05","1913","05","17.2","","7.1","","12.2","","29.4","","0.0","","97.5","","0.0","","97.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-06","1913","06","22.8","","12.2","","17.5","","31.1","","5.6","","38.9","","0.0","","38.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-07","1913","07","25.6","","16.1","","20.9","","33.9","","10.6","","61.5","","0.0","","61.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-08","1913","08","23.7","","14.3","","19.0","","31.7","","6.1","","64.5","","0.0","","64.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-09","1913","09","18.1","","8.8","","13.5","","27.2","","1.1","","108.7","","0.0","","108.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-10","1913","10","13.9","","7.2","","10.6","","23.3","S","-3.9","","138.2","","0.3","","138.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-11","1913","11","7.4","","0.4","","3.9","","16.7","","-8.3","","50.3","","11.9","","62.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1913-12","1913","12","0.3","","-6.4","","-3.1","","5.6","","-16.7","S","18.0","","69.9","","87.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-01","1914","01","-6.6","","-15.4","","-11.0","","6.7","","-32.8","","28.2","","79.2","","107.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-02","1914","02","-8.7","","-18.0","","-13.4","","5.0","","-32.8","","2.0","","37.8","","39.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-03","1914","03","0.6","","-5.8","","-2.6","","10.0","","-16.7","","11.2","","58.4","","69.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-04","1914","04","7.6","","-0.8","","3.4","","23.3","","-10.0","","28.4","","11.4","","39.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-05","1914","05","20.3","","9.4","","14.9","","30.6","","0.0","","36.1","","0.0","","36.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-06","1914","06","21.8","","11.7","","16.8","","31.1","","4.4","","73.7","","0.0","","73.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-07","1914","07","25.4","","14.9","","20.2","","32.8","","10.0","","24.4","","0.0","","24.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-08","1914","08","23.7","","14.2","","19.0","","32.8","","8.9","","122.2","","0.0","","122.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-09","1914","09","19.2","","10.4","","14.8","","28.9","","0.0","","65.0","","0.0","","65.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-10","1914","10","13.3","","5.7","","9.5","","21.7","S","-4.4","","59.2","","1.5","","60.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-11","1914","11","3.2","","-4.2","","-0.5","","16.7","","-16.1","","56.6","","51.6","","108.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1914-12","1914","12","-3.9","","-10.9","","-7.4","","8.9","","-26.7","","13.2","","70.6","","83.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-01","1915","01","-4.3","","-11.8","","-8.1","","7.2","","-25.0","S","53.1","","39.6","","92.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-02","1915","02","-2.4","","-9.4","","-5.9","","5.6","","-23.3","","64.8","","45.0","","109.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-03","1915","03","0.4","","-6.6","","-3.1","","7.8","","-15.6","","8.9","","11.7","","20.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-04","1915","04","13.9","","4.1","","9.0","","27.8","","-2.2","","36.6","","0.0","T","36.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-05","1915","05","16.1","","6.6","","11.4","","24.4","","1.7","S","58.9","","0.0","","58.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-06","1915","06","23.8","","13.4","","18.6","","28.9","S","8.9","","65.8","","0.0","","65.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-07","1915","07","25.8","","16.1","","21.0","","32.2","","12.8","","25.7","","0.0","","25.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-08","1915","08","23.8","","14.8","","19.3","","30.6","","7.2","","62.5","","0.0","","62.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-09","1915","09","21.4","","11.9","","16.7","","31.1","","3.9","S","65.3","","0.0","","65.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-10","1915","10","13.5","","6.2","","9.9","","21.1","","-0.6","S","44.5","","0.0","T","44.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-11","1915","11","4.9","","-1.1","","1.9","","17.8","","-6.1","S","53.3","","5.1","","58.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1915-12","1915","12","-1.8","","-7.3","","-4.6","","3.9","S","-15.0","S","36.1","","65.8","","101.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-01","1916","01","-2.6","","-11.8","","-7.2","","7.2","","-22.8","","60.5","","45.0","","105.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-02","1916","02","-7.5","","-15.1","","-11.3","","4.4","","-27.8","","24.1","","71.4","","95.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-03","1916","03","-2.7","","-10.3","","-6.5","","11.7","","-21.7","","2.0","","57.9","","59.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-04","1916","04","11.2","","2.4","","6.8","","18.9","S","-5.6","","23.1","","17.0","","40.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-05","1916","05","17.4","","8.2","","12.8","","27.2","","1.7","","126.5","","0.0","","126.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-06","1916","06","21.8","","13.0","","17.4","","26.7","","9.4","","106.7","","0.0","","106.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-07","1916","07","27.9","","17.9","","22.9","","33.9","","12.8","S","63.5","","0.0","","63.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-08","1916","08","26.3","","16.3","","21.3","","33.3","S","12.8","S","37.1","","0.0","","37.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-09","1916","09","19.7","","10.7","","15.2","","26.7","","4.4","","102.9","","0.0","","102.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-10","1916","10","12.8","","4.1","","8.5","","23.9","","-2.2","","97.0","","0.5","","97.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-11","1916","11","3.6","","-3.4","","0.1","","17.8","","-16.7","","61.2","","8.6","","69.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1916-12","1916","12","-3.6","","-9.7","","-6.7","","8.9","","-21.1","","31.5","","49.3","","80.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-01","1917","01","-7.0","","-15.4","","-11.2","","3.3","S","-26.7","","28.4","","102.1","","130.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-02","1917","02","-8.4","","-17.4","","-12.9","","3.9","","-28.9","","6.6","","53.6","","60.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-03","1917","03","0.7","","-6.8","","-3.1","","10.0","","-17.8","","26.4","","48.3","","74.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-04","1917","04","7.8","","0.3","","4.1","","17.8","","-7.8","S","55.1","","4.8","","59.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-05","1917","05","13.9","","4.3","","9.1","","25.0","","0.0","","85.1","","0.0","T","85.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-06","1917","06","21.2","","12.6","","16.9","","27.8","S","8.3","","126.5","","0.0","","126.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-07","1917","07","26.7","","17.3","","22.0","","33.9","","12.2","","113.3","","0.0","","113.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-08","1917","08","24.5","","15.6","","20.1","","35.6","","10.0","S","178.6","","0.0","","178.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-09","1917","09","18.3","","8.9","","13.6","","23.9","","3.3","","38.9","","0.0","","38.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-10","1917","10","9.6","","2.7","","6.2","","17.8","","-0.6","S","154.9","","0.0","T","154.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-11","1917","11","1.2","","-4.6","","-1.7","","8.3","","-16.1","","10.9","","30.5","","41.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1917-12","1917","12","-8.8","","-16.8","","-12.8","","3.9","","-31.7","","17.8","","53.1","","70.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1918-01","1918","01","-10.3","","-16.8","","-13.6","","1.7","","-28.3","","0.0","","86.4","","86.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1918-02","1918","02","-6.0","","-16.2","","-11.1","","7.8","","-31.7","","39.1","","87.6","","126.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1918-03","1918","03","0.7","","-7.7","","-3.5","","11.7","","-17.8","","1.3","","66.3","","67.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1918-04","1918","04","10.5","","1.1","","5.8","","21.7","S","-7.2","","46.2","","5.3","","51.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1918-05","1918","05","20.3","","9.6","","15.0","","29.4","","1.1","","79.0","","0.0","","79.0","","","","","","",""
