"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MONTREAL MCGILL","7025280","1966-10","1966","10","13.2","","6.3","","9.8","","22.2","","-4.4","","51.8","","0.0","T","51.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1966-11","1966","11","7.9","","2.1","","5.0","","18.3","S","-5.6","","87.9","","7.1","","95.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1966-12","1966","12","-2.1","","-7.8","","-5.0","","10.6","","-16.1","","59.4","","78.0","","131.1","","46","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-01","1967","01","-1.5","","-9.0","","-5.3","","8.3","","-23.9","","13.5","","45.0","","62.7","","48","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-02","1967","02","-6.7","","-15.8","","-11.3","","2.8","S","-30.0","","0.0","","47.5","","54.1","","76","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-03","1967","03","0.7","","-7.5","","-3.4","","14.4","","-19.4","","6.9","","9.4","","17.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-04","1967","04","10.4","","1.3","","5.9","","20.0","","-8.3","","70.9","","2.8","","73.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-05","1967","05","14.7","","6.1","","10.4","","25.6","","1.1","","65.0","","1.8","","66.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-06","1967","06","25.6","","16.1","","20.9","","31.7","","12.2","S","136.1","","0.0","","136.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-07","1967","07","26.3","","18.3","","22.3","","30.6","","13.9","S","90.9","","0.0","","90.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-08","1967","08","24.6","","16.9","","20.8","","29.4","","8.9","","81.8","","0.0","","81.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-09","1967","09","21.1","","12.0","","16.6","","27.8","","5.6","","43.2","","0.0","","43.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-10","1967","10","13.2","","6.4","","9.8","","25.0","","0.6","S","87.9","","0.0","T","87.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-11","1967","11","3.5","","-1.1","","1.2","","14.4","","-9.4","S","68.3","","26.4","","93.7","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1967-12","1967","12","-0.7","","-6.7","","-3.7","","10.6","","-16.1","","63.2","","35.6","","103.1","","8","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-01","1968","01","-8.7","","-15.7","","-12.2","","4.4","","-30.6","","13.5","","42.7","","58.9","","23","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-02","1968","02","-6.2","","-13.7","","-10.0","","8.3","","-23.9","","15.5","","27.7","","39.9","","28","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-03","1968","03","5.1","","-3.4","","0.9","","20.0","","-16.1","","74.7","","28.4","","101.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-04","1968","04","15.7","","4.3","","10.0","","28.3","","-4.4","","60.5","","0.0","T","60.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-05","1968","05","17.8","","8.9","","13.4","","25.0","","2.2","","48.8","","0.0","","48.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-06","1968","06","21.3","","13.4","","17.4","","26.7","S","7.8","","88.9","","0.0","","88.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-07","1968","07","26.3","","17.8","","22.1","","32.2","S","10.6","","57.4","","0.0","","57.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-08","1968","08","23.3","","15.2","","19.3","","28.9","","8.9","","86.9","","0.0","","86.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-09","1968","09","22.3","","14.1","","18.2","","27.8","S","7.8","","58.7","","0.0","","58.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-10","1968","10","15.4","","8.8","","12.1","","27.8","","0.0","","69.6","","0.0","T","69.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-11","1968","11","3.2","","-1.3","","1.0","","10.0","","-7.2","","67.1","","69.1","","135.6","","15","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1968-12","1968","12","-5.1","","-10.2","","-7.7","","7.2","","-27.8","","3.0","","108.0","","130.6","","51","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-01","1969","01","-4.1","","-10.2","","-7.2","","5.6","","-20.6","","58.2","","27.7","","82.8","","43","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-02","1969","02","-2.3","","-7.8","","-5.1","","2.8","S","-18.3","","0.0","","35.3","","32.8","","61","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-03","1969","03","0.9","","-5.1","","-2.1","","10.0","","-15.0","","25.4","","26.7","","51.3","","5","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-04","1969","04","9.9","","2.4","","6.2","","23.3","","-7.8","","79.8","","19.3","","99.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-05","1969","05","16.8","","7.8","","12.3","","27.8","","1.7","","118.6","","0.0","T","118.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-06","1969","06","23.0","","14.7","","18.9","","32.8","","9.4","","105.4","","0.0","","105.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-07","1969","07","25.9","","17.4","","21.7","","31.7","","10.6","","82.6","","0.0","","82.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-08","1969","08","26.0","","18.1","","22.1","","31.7","","10.0","","65.5","","0.0","","65.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-09","1969","09","19.3","","11.7","","15.5","","27.2","","5.0","","100.3","","0.0","","100.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-10","1969","10","12.6","","6.0","","9.3","","23.3","","-3.9","","57.9","","4.3","","62.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-11","1969","11","5.9","","1.5","","3.7","","13.9","","-10.6","","93.2","","16.0","","109.2","","3","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1969-12","1969","12","-3.8","","-8.5","","-6.2","","6.1","","-21.1","","36.1","","89.7","","126.7","","53","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-01","1970","01","-9.6","","-16.7","","-13.2","","5.6","","-24.4","","3.6","","28.4","","31.5","","43","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-02","1970","02","-4.1","","-12.1","","-8.1","","6.1","","-24.4","","17.3","","39.6","","56.9","","53","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-03","1970","03","1.2","","-5.0","","-1.9","","8.9","","-14.4","","29.2","","22.4","","59.4","","13","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-04","1970","04","11.5","","2.9","","7.2","","25.6","","-5.0","","39.4","","29.5","","76.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-05","1970","05","18.1","","8.7","","13.4","","26.7","","0.6","S","55.6","","10.9","","66.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-06","1970","06","24.2","","15.1","","19.7","","30.6","","10.6","S","75.4","","0.0","","75.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-07","1970","07","27.7","","18.7","","23.2","","34.4","","12.2","","38.1","","0.0","","38.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-08","1970","08","26.7","","17.6","","22.2","","32.8","S","12.2","","67.6","","0.0","","67.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-09","1970","09","20.2","","12.3","","16.3","","28.3","","6.7","","130.8","","0.0","","130.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-10","1970","10","15.4","","8.3","","11.9","","26.1","S","1.7","S","87.9","","0.0","","87.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-11","1970","11","7.1","","1.9","","4.5","","15.0","","-8.3","","63.8","","17.5","","81.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1970-12","1970","12","-6.1","","-11.7","","-8.9","","11.7","","-23.3","","1.3","","124.7","","123.2","","69","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-01","1971","01","-8.0","","-14.7","","-11.4","","3.9","","-25.6","","13.2","","49.5","","65.8","","66","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-02","1971","02","-2.7","","-10.2","","-6.5","","7.2","","-25.0","","16.8","","116.6","","170.7","","114","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-03","1971","03","0.5","","-5.8","","-2.7","","8.3","","-11.7","","3.3","","87.1","","90.9","","66","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-04","1971","04","8.6","","1.2","","4.9","","16.1","S","-6.7","","45.2","","6.4","","51.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-05","1971","05","18.9","","9.8","","14.4","","31.7","","3.9","S","62.0","","0.0","","62.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-06","1971","06","24.9","","14.7","","19.8","","33.3","","8.3","","38.9","","0.0","","38.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-07","1971","07","26.0","","17.4","","21.7","","31.7","","13.3","","71.4","","0.0","","71.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-08","1971","08","24.5","","16.1","","20.3","","30.6","S","9.4","","143.5","","0.0","","143.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-09","1971","09","22.3","","14.8","","18.6","","28.9","","7.8","","79.8","","0.0","","79.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-10","1971","10","16.2","","9.1","","12.7","","23.3","","2.2","","49.3","","0.0","","49.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-11","1971","11","3.9","","-1.1","","1.4","","20.6","","-7.8","","29.5","","37.1","","69.9","","18","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1971-12","1971","12","-1.7","","-9.1","","-5.4","","8.3","","-18.3","","49.0","","53.1","","111.3","","23","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-01","1972","01","-2.5","","-11.2","","-6.9","","8.3","","-23.3","","14.0","","34.0","","41.1","","10","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-02","1972","02","-6.3","","-13.2","","-9.8","","5.6","","-23.9","","7.6","","106.7","","120.1","","53","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-03","1972","03","-0.8","","-7.5","","-4.2","","7.2","","-16.1","","65.3","","34.5","","131.1","","18","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-04","1972","04","7.4","","0.4","","3.9","","20.6","","-9.4","","36.8","","17.8","","54.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-05","1972","05","20.0","","10.3","","15.2","","30.0","","1.7","","113.8","","0.0","","113.8","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-06","1972","06","22.7","","14.7","","18.7","","32.2","","3.9","","123.4","","0.0","","123.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-07","1972","07","26.2","","17.5","","21.9","","32.8","","10.6","","142.2","","0.0","","142.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-08","1972","08","23.6","","15.9","","19.8","","28.3","","10.0","","137.2","","0.0","T","137.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-09","1972","09","20.9","","13.1","","17.0","","30.0","","4.4","","79.0","","0.0","","79.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-10","1972","10","10.1","","4.3","","7.2","","21.7","","-2.8","","83.3","","0.0","T","83.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-11","1972","11","3.5","","-0.8","","1.4","","7.8","","-10.6","","76.2","","42.9","","115.1","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1972-12","1972","12","-3.4","","-10.6","","-7.0","","8.3","","-17.2","","53.1","","130.3","","172.2","","36","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-01","1973","01","-3.0","","-9.8","","-6.4","","8.9","","-27.2","","45.2","","37.1","","81.5","","33","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-02","1973","02","-3.8","","-12.2","","-8.0","","5.6","","-23.9","","39.9","","50.3","","90.2","","30","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-03","1973","03","6.4","","0.1","","3.3","","13.3","S","-8.9","","79.5","","23.1","","101.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-04","1973","04","11.6","","3.3","","7.5","","25.0","","-7.2","","64.5","","24.4","","88.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-05","1973","05","17.4","","8.9","","13.2","","24.4","","5.6","S","130.0","","0.0","","130.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-06","1973","06","25.0","","16.3","","20.7","","29.4","S","6.1","","107.2","","0.0","","107.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-07","1973","07","27.8","","19.3","","23.6","","32.2","","12.8","","82.8","","0.0","","82.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-08","1973","08","27.3","","19.0","","23.2","","31.7","","12.2","","110.0","","0.0","","110.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-09","1973","09","19.4","","12.1","","15.8","","32.2","","4.4","","105.7","","0.0","","105.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-10","1973","10","14.1","","7.6","","10.9","","22.8","","1.7","S","85.1","","0.0","","85.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-11","1973","11","4.3","","-0.5","","1.9","","11.7","S","-6.1","","61.0","","11.2","","72.1","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1973-12","1973","12","-1.1","","-6.9","","-4.0","","8.9","","-18.9","S","95.8","","86.9","","180.8","","23","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-01","1974","01","-4.6","","-11.1","","-7.9","","7.8","","-23.9","","43.4","","29.0","","70.6","","10","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-02","1974","02","-5.5","","-11.9","","-8.7","","5.0","","-22.8","","25.7","","21.8","","47.5","","13","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-03","1974","03","1.2","","-6.3","","-2.6","","12.2","","-15.0","","45.5","","68.3","","113.8","","13","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-04","1974","04","10.7","","2.5","","6.6","","26.1","","-5.6","S","80.5","","21.6","","100.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-05","1974","05","14.8","","7.2","","11.0","","27.2","","-1.7","","130.3","","0.0","","130.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-06","1974","06","24.1","","15.1","","19.6","","31.1","","11.1","","66.5","","0.0","","66.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-07","1974","07","26.1","","17.1","","21.6","","30.6","","10.6","","161.8","","0.0","","161.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-08","1974","08","25.5","","17.0","","21.3","","30.0","S","13.3","S","45.0","","0.0","","45.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-09","1974","09","18.6","","11.1","","14.9","","25.6","S","2.2","","62.5","","0.0","","62.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-10","1974","10","10.2","","3.5","","6.9","","21.1","","-2.8","","42.5","","0.0","T","42.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-11","1974","11","4.5","","-0.4","","2.1","","16.1","","-9.4","","69.3","","25.9","","95.3","","5","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1974-12","1974","12","0.1","","-4.3","","-2.1","","8.3","","-15.0","","36.1","","59.2","","99.8","","23","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-01","1975","01","-2.8","","-9.9","","-6.4","","8.9","","-25.0","","17.3","","68.8","","84.1","","36","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-02","1975","02","-2.8","","-8.5","","-5.7","","6.1","","-20.0","","19.8","","36.1","","53.8","","8","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-03","1975","03","0.7","","-5.6","","-2.5","","8.3","S","-17.2","","77.7","","27.9","","104.4","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-04","1975","04","8.3","","0.9","","4.6","","19.4","","-5.6","","35.3","","36.6","","71.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-05","1975","05","23.2","","12.1","","17.7","","31.7","S","5.0","","80.3","","0.0","","80.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-06","1975","06","24.8","","16.2","","20.5","","32.8","","7.8","","79.2","","0.0","","79.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-07","1975","07","28.6","","19.3","","24.0","","32.8","","13.3","","154.5","","0.0","","154.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-08","1975","08","26.6","","17.6","","22.1","","35.6","","10.6","","49.0","","0.0","","49.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-09","1975","09","18.5","","11.3","","14.9","","25.0","","7.2","S","186.2","","0.0","","186.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-10","1975","10","13.7","","6.9","","10.3","","22.2","","-2.2","","84.1","","0.0","T","84.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-11","1975","11","7.8","","2.5","","5.2","","20.6","","-7.8","","87.1","","40.4","","125.7","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1975-12","1975","12","-3.8","","-11.0","","-7.4","","11.1","","-26.1","","43.4","","72.6","","103.6","","33","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-01","1976","01","-7.8","","-16.4","","-12.0","","7.8","","-30.6","","36.3","","65.3","","96.3","","45","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-02","1976","02","-0.6","","-9.2","","-4.9","","7.2","S","-25.0","","46.2","","69.6","","111.0","","41","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-03","1976","03","3.0","","-5.6","","-1.3","","17.8","","-16.7","","76.7","","42.4","","114.0","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-04","1976","04","13.3","","3.4","","8.4","","29.4","","-9.4","","50.8","","14.0","","64.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-05","1976","05","17.4","","8.8","","13.1","","27.2","S","0.6","","127.0","","8.6","","135.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-06","1976","06","25.8","","16.2","","21.0","","31.7","","8.3","","87.4","","0.0","","87.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-07","1976","07","25.2","","16.8","","21.0","","31.1","S","11.7","","93.0","","0.0","","93.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-08","1976","08","24.4","","16.0","","20.2","","30.0","","7.8","S","","M","","M","","M","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-09","1976","09","18.1","","11.1","","14.6","","26.7","","5.6","S","112.3","","0.0","","112.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-10","1976","10","10.1","","3.8","","7.0","","20.6","S","-2.8","S","136.7","","4.8","","141.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-11","1976","11","2.9","","-1.8","","0.6","","13.9","","-10.6","","27.2","","11.7","","38.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1976-12","1976","12","-6.2","","-14.1","","-10.2","","3.9","","-23.9","","26.9","","28.2","","55.1","","20","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-01","1977","01","-8.5","","-14.5","","-11.5","","-1.7","S","-23.9","","0.0","","43.6","","43.6","","61","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-02","1977","02","-3.3","","-9.2","","-6.3","","6.1","","-17.8","S","2.6","","","M","","M","53","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-03","1977","03","6.0","","-0.7","","2.7","","20.6","","-7.8","","66.8","","24.1","","91.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-04","1977","04","12.1","","3.1","","7.6","","25.6","","-10.0","","58.7","","9.5","","68.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-05","1977","05","22.0","","10.8","","16.4","","32.2","","2.2","","26.8","","0.0","","26.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-06","1977","06","22.7","","13.9","","18.3","","30.6","","5.6","","133.3","","0.0","","133.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-07","1977","07","26.0","","17.4","","21.7","","32.8","S","11.1","","91.8","","0.0","","91.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-08","1977","08","23.7","","16.0","","19.9","","31.7","","10.6","S","85.1","","0.0","","85.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-09","1977","09","17.7","","11.6","","14.7","","29.4","","5.6","S","156.7","","0.0","T","156.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-10","1977","10","12.1","","6.2","","9.2","","20.6","","1.1","","126.9","","0.0","","126.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-11","1977","11","6.7","","1.4","","4.1","","20.0","","-12.2","","58.9","","22.4","","81.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1977-12","1977","12","-3.6","","-8.3","","-6.0","","6.7","","-21.7","S","14.0","","73.4","","87.4","","35","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-01","1978","01","-7.3","","-13.4","","-10.4","","8.9","","-20.6","","58.4","","75.1","","133.5","","68","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-02","1978","02","-6.7","","-12.7","","-9.7","","-1.1","S","-20.6","","0.0","","20.7","","20.7","","73","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-03","1978","03","0.1","","-6.4","","-3.2","","6.7","S","-17.2","","60.7","","59.5","","120.2","","25","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-04","1978","04","9.1","","1.3","","5.2","","17.2","S","-7.2","","58.4","","0.5","","58.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-05","1978","05","22.0","","11.5","","16.8","","32.8","","-2.2","","43.9","","0.8","","44.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-06","1978","06","23.3","","14.3","","18.8","","31.1","","7.2","S","119.2","","0.0","","119.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-07","1978","07","26.8","","17.8","","22.3","","32.2","","11.1","","56.8","","0.0","","56.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-08","1978","08","25.1","","16.7","","20.9","","32.2","","10.0","","117.4","","0.0","","117.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-09","1978","09","17.9","","9.9","","13.9","","25.6","","2.8","","40.7","","0.0","","40.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-10","1978","10","11.4","","5.1","","8.3","","22.2","","-1.7","","91.8","","0.0","","91.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-11","1978","11","5.6","","-1.4","","2.1","","17.8","","-12.8","S","58.5","","33.3","","91.8","","15","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1978-12","1978","12","-2.0","","-8.8","","-5.4","","6.1","","-17.2","S","31.5","","74.0","","105.5","","66","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-01","1979","01","-4.6","","-10.4","","-7.5","","7.8","","-22.8","S","26.3","","66.8","","93.1","","35","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-02","1979","02","-9.0","","-15.0","","-12.0","","5.6","","-26.7","S","6.6","","15.6","","22.2","","30","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-03","1979","03","5.6","","-2.0","","1.8","","18.9","","-15.6","","53.9","","4.1","","58.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-04","1979","04","11.5","","3.6","","7.6","","21.7","","-6.1","","99.2","","18.0","","117.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-05","1979","05","18.8","","10.5","","14.7","","30.6","","2.8","S","136.5","","0.0","","136.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-06","1979","06","23.6","","14.9","","19.3","","30.0","","7.8","S","43.6","","0.0","","43.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-07","1979","07","27.1","","17.8","","22.5","","32.8","","7.8","","61.2","","0.0","","61.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-08","1979","08","23.5","","15.5","","19.5","","28.9","S","10.6","","112.8","","0.0","","112.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-09","1979","09","19.3","","11.4","","15.4","","27.8","","3.9","","149.9","","0.0","","149.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-10","1979","10","11.7","","6.2","","9.0","","26.7","","-2.2","","68.9","","12.8","","81.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-11","1979","11","7.7","","2.4","","5.1","","17.8","","-7.8","","75.2","","4.9","","80.1","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1979-12","1979","12","-0.3","","-6.5","","-3.4","","10.0","S","-21.7","","63.8","","7.6","","71.4","","0","","","","",""
